user_id,start_time,end_time,user_agent
76254573,2022/4/1 12:37:48,2022/4/1 15:25:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36"
